N,P,K,temperature,humidity,ph,rainfall,wind_speed,soil_moisture,crop_type,yield_index
19.0,38.0,14.0,27.8,52.5,6.85,67.7,13.8,39.4,mothbeans,91.6
17.0,145,196.0,43.6,15.3,3.7,10,10.0,84.4,lentil,35.7
85.0,35.0,5,19.6,92.5,7.99,43.1,10.3,74.5,cotton,67.3
140,145,36.0,42.0,97.7,8.39,236.0,10.6,40.6,apple,41.8
38.0,75.0,146.0,17.9,100,4.58,136.1,8.5,55.3,apple,54.3
43.0,11.0,39.0,32.9,70.6,6.0,300,11.7,75.6,coffee,37.6
88.0,17.0,58.0,24.4,84.2,6.65,54.8,6.2,32.0,watermelon,92.8
20.0,67.0,25.0,18.3,25.4,5.54,85.4,13.4,34.1,kidneybeans,97.5
133.0,111.0,5,9.5,19.4,8.37,10,11.1,47.6,pomegranate,19.4
0,90.0,36.0,11.2,99.9,3.53,10,14.7,32.8,banana,37.9
22.0,26.0,31.0,29.8,52.9,6.4,113.4,9.0,46.6,mango,94.2
18.0,21.0,33.0,23.3,90.1,5.85,118.0,22.1,33.0,pomegranate,96.7
92.0,58.0,17.0,27.2,64.0,6.75,300,10.0,54.0,rice,76.0
78.0,57.0,23.0,22.8,61.1,6.08,79.2,8.4,57.1,maize,95.0
41.0,105.0,5,18.7,54.1,6.26,13.1,12.9,66.4,lentil,39.0
17.0,17.0,10.0,23.2,92.0,6.72,122.3,10.4,39.8,orange,92.2
91.0,61.0,28.0,17.0,78.2,7.48,10,2.9,42.9,maize,78.4
25.0,145,184.0,41.9,100,3.56,277.7,14.9,66.2,lentil,31.3
51.0,62.0,57.0,34.5,92.7,6.34,124.1,4.1,27.6,papaya,95.2
17.0,117.0,22.0,8.5,97.0,4.33,284.4,10.2,33.0,mango,38.8
99.0,48.0,24.0,24.9,75.0,7.13,74.5,10.6,41.1,cotton,97.4
75.0,47.0,39.0,24.1,79.2,6.61,179.4,19.0,32.7,jute,98
10.0,127.0,39.0,27.2,68.0,6.91,48.1,17.1,69.0,banana,52.1
34.0,133.0,38.0,32.1,28.4,4.95,86.3,18.2,45.0,pigeonpeas,46.7
0,115.0,185.0,41.4,16.3,3.93,34.8,13.8,56.3,watermelon,29.7
1.0,145,196.0,43.6,97.8,8.57,18.5,3.5,51.5,coffee,17.3
7.0,5,33.0,8.2,99.7,8.5,36.1,5.4,68.4,lentil,35.0
70.0,44.0,39.0,24.7,79.3,6.74,170.2,8.0,37.1,jute,93.3
18.0,29.0,5,23.2,14,4.84,217.6,11.3,60.7,kidneybeans,54.2
94.0,30.0,30.0,26.2,58.5,6.72,176.7,17.3,78.1,coffee,95.8
103.0,32.0,25.0,25.4,58.3,6.87,150.7,6.1,61.5,coffee,95.1
0,145,205,11.5,25.4,3.86,36.8,12.2,48.3,mothbeans,31.5
45.0,39.0,35.0,38.3,70.8,7.83,17.8,2,72.9,blackgram,58.8
24.0,18.0,61.0,26.6,100,5.96,91.9,10.7,65.1,papaya,51.5
18.0,46.0,21.0,30.6,85.4,6.77,35.8,20.5,49.3,mungbean,93.0
16.0,73.0,21.0,24.4,63.5,7.0,61.6,16.8,43.7,lentil,91.5
18.0,51.0,23.0,27.4,55.6,6.84,46.4,11.2,64.1,mothbeans,96.1
0,23.0,5,40.0,66.7,5.36,157.2,13.2,54.3,mango,44.5
19.0,64.0,26.0,24.6,61.8,6.89,50.5,19.6,46.9,lentil,93.2
13.0,13.0,36.0,22.0,88.2,6.3,98.4,2,75.6,pomegranate,93.6
27.0,135.0,205.0,21.2,90.5,6.04,98.0,14.7,51.4,apple,95.5
25.0,30.0,51.0,22.4,100,4.87,267.1,2,48.4,coconut,45.9
0,23.0,193.0,11.6,19.7,4.42,10.9,19.3,33.9,rice,27.9
18.0,44.0,22.0,29.1,53.4,6.86,51.1,12.4,51.8,mothbeans,96.4
23.0,72.0,24.0,13.8,47.1,5.01,119.5,11.2,56.4,maize,62.5
59.0,48.0,22.0,21.7,64.5,6.41,92.2,10.6,67.2,maize,94.2
112.0,145,5,39.7,97.1,8.88,250.9,10.8,37.4,coffee,36.7
32.0,98.0,29.0,17.3,80.4,7.47,52.2,2,57.6,lentil,56.1
16.0,24.0,10.0,31.3,74.0,7.39,85.7,15.4,75.0,mungbean,64.7
101.0,15.0,33.0,28.3,93.2,6.34,20.8,11.6,64.9,muskmelon,90.6
13.0,44.0,24.0,27.0,35.6,4.76,89.7,12.2,67.5,kidneybeans,66.2
13.0,65.0,20.0,27.5,51.1,5.58,183.0,16.1,35.7,pigeonpeas,90.1
140,134.0,181.0,8,95.5,9.23,17.9,4.2,59.4,mango,18.3
2.0,14.0,15.0,28.6,100,7.27,203.0,7.6,24.8,pomegranate,41.1
94.0,80.0,49.0,25.3,78.2,5.87,114.8,20.7,50.5,banana,94.5
140,145,20.0,38.8,18.5,8.86,47.7,10.8,67.7,pomegranate,20.5
20.0,111.0,31.0,30.9,83.6,7.92,13.2,15.2,55.2,lentil,39.3
5.0,107.0,205,40.9,14,3.82,266.3,9.9,64.9,coconut,20.4
0,130.0,5,41.7,100,4.12,280.1,15.5,48.3,coconut,30.2
13.0,5,5,37.6,100,3.88,17.6,10.7,66.7,pigeonpeas,34.0
24.0,134.0,184.0,22.4,93.5,5.56,120.2,8.7,55.4,apple,95.3
112.0,5,205,10.5,16.6,8.21,10.2,8.3,46.5,chickpea,39.9
56.0,59.0,51.0,32.2,91.5,6.67,139.9,19.1,27.4,papaya,98
42.0,5,29.0,27.2,72.8,6.63,91.4,17.4,41.8,watermelon,46.1
26.0,57.0,64.0,19.7,68.0,7.37,293.1,3.0,57.6,coffee,32.7
13.0,7.0,44.0,23.9,33.0,4.69,56.2,7.9,43.6,mango,45.6
99.0,17.0,46.0,27.0,91.4,6.5,24.0,19.9,62.7,muskmelon,97.0
140,5,5,42.2,94.9,3.5,10,17.3,41.6,grapes,19.9
123.0,5,5,42.3,89.3,8.88,269.9,10.2,21.8,mungbean,34.4
23.0,18.0,35.0,27.5,94.1,6.05,200.0,20.5,38.2,coconut,96.4
87.0,31.0,27.0,26.4,57.8,7.15,175.7,7.3,32.1,coffee,92.4
140,110.0,170.0,40.6,100,3.73,268.1,13.5,25.7,coffee,23.6
117.0,18.0,40.0,28.9,92.7,6.57,23.7,15.4,59.6,muskmelon,94.8
120.0,9.0,205,13.1,14,4.11,275.3,11.2,73.4,lentil,18.6
41.0,41.0,16.0,25.3,64.3,6.74,236.9,9.1,42.7,pigeonpeas,55.3
36.0,73.0,81.0,19.2,15.7,7.34,87.4,6.5,63.5,chickpea,97.5
51.0,70.0,18.0,31.3,63.3,7.19,72.1,9.9,45.6,blackgram,96.7
21.0,45.0,14.0,28.9,81.1,6.59,44.5,13.6,54.0,mungbean,98
13.0,41.0,10.0,22.5,66.1,7.36,276.6,12.8,46.1,coffee,50.7
12.0,6.0,42.0,32.9,100,5.6,41.7,7.5,64.5,coconut,55.8
16.0,12.0,19.0,25.0,78.8,6.61,115.0,8.1,56.7,coconut,73.8
43.0,57.0,81.0,16.2,14,7.1,60.3,19.5,59.3,chickpea,94.4
33.0,65.0,85.0,17.9,17.1,7.29,75.5,5.7,51.4,chickpea,94.0
12.0,28.0,16.0,22.4,100,5.78,293.2,13.1,12.6,coconut,48.5
22.0,74.0,19.0,27.7,50.3,5.46,142.6,18.0,46.6,pigeonpeas,95.1
29.0,92.0,15.0,28.3,64.4,5.93,89.8,2.6,41.7,lentil,65.0
30.0,144.0,16.0,10.5,24.4,4.04,21.5,16.8,36.2,maize,33.4
15.0,47.0,22.0,28.4,84.9,6.72,46.8,12.7,61.0,mungbean,96.2
114.0,145,181.0,38.1,14,8.13,10,15.2,59.8,orange,20.7
97.0,17.0,55.0,26.4,86.0,6.75,61.2,3.8,16.7,watermelon,96.1
43.0,5,32.0,23.2,71.5,7.35,84.3,14.1,45.6,mungbean,42.0
0,145,5,42.7,95.4,4.17,285.9,12.2,34.8,apple,48.6
83.0,51.0,38.0,25.0,80.0,6.72,195.1,11.8,23.8,jute,93.6
20.0,63.0,18.0,28.7,50.7,5.63,160.6,17.3,90,pigeonpeas,95.2
48.0,14.0,74.0,33.2,75.4,7.33,18.8,12.4,40.3,muskmelon,53.1
140,145,9.0,40.0,14,8.62,28.7,14.0,57.1,mungbean,35.3
140,139.0,198.0,42.2,95.4,7.89,12.0,18.0,44.6,mungbean,27.9
32.0,118.0,9.0,35.8,50.6,6.3,18.6,6.2,47.4,blackgram,45.0
100.0,18.0,50.0,25.8,92.4,6.11,26.5,12.2,73.7,muskmelon,93.0
2.0,35.0,5,13.8,31.4,4.84,34.8,16.9,40.5,kidneybeans,46.7
45.0,70.0,27.0,33.7,68.3,7.68,29.5,12.4,13.8,mothbeans,55.9
20.0,14.0,9.0,23.1,93.4,7.11,110.6,22.2,39.2,orange,93.9
35.0,38.0,26.0,21.9,38.4,5.66,10,15.2,68.4,mothbeans,56.8
26.0,48.0,19.0,27.9,48.0,6.89,56.9,7.9,53.4,mothbeans,96.3
28.0,17.0,19.0,29.5,75.2,7.32,12.6,17.5,26.4,orange,54.1
43.0,65.0,22.0,30.6,66.4,7.24,69.5,4.2,43.2,blackgram,95.2
38.0,145,89.0,24.7,100,4.85,187.1,11.3,85.4,apple,47.9
84.0,50.0,34.0,23.1,82.1,6.5,246.2,9.6,32.7,rice,93.4
20.0,134.0,202.0,8,14,3.78,27.5,7.6,27.8,pigeonpeas,32.6
117.0,23.0,78.0,22.4,73.2,7.3,10,7.6,49.0,muskmelon,51.4
23.0,112.0,18.0,8,14,8.49,265.5,14.0,20.8,jute,26.8
25.0,17.0,17.0,20.2,84.1,5.64,81.4,5.0,42.4,lentil,51.0
13.0,145,92.0,18.8,70.2,7.17,111.2,6.2,24.7,grapes,47.3
82.0,87.0,43.0,26.8,81.4,6.21,118.4,20.4,37.7,banana,95.6
18.0,144.0,205,24.3,94.0,6.15,109.9,8.7,45.8,apple,93.6
10.0,22.0,39.0,21.6,93.3,6.13,105.8,16.0,23.2,pomegranate,91.3
124.0,43.0,205,41.5,97.0,8.61,34.9,14.8,68.2,papaya,38.7
111.0,47.0,21.0,25.8,78.8,7.08,65.7,16.3,30.5,cotton,98
24.0,104.0,203.0,42.1,15.5,7.85,27.7,15.4,64.3,muskmelon,30.7
91.0,31.0,24.0,29.1,75.2,7.29,259.0,18.0,54.0,papaya,37.2
28.0,45.0,21.0,29.1,87.1,6.67,51.6,11.5,59.6,mungbean,94.1
81.0,41.0,41.0,22.8,83.5,6.4,276.0,13.4,70.5,rice,92.4
18.0,128.0,32.0,13.8,17.1,3.91,10,7.6,46.9,cotton,26.7
22.0,28.0,205,41.7,100,4.28,289.3,11.0,52.8,pomegranate,42.1
63.0,38.0,52.0,34.7,93.0,6.8,156.2,10.9,38.9,papaya,91.5
91.0,26.0,46.0,28.3,92.3,6.2,32.9,13.2,31.2,muskmelon,90.6
120.0,15.0,5,10.4,14,8.19,30.0,6.5,46.7,orange,43.9
43.0,29.0,34.0,23.1,100,7.32,62.7,8.8,50.2,muskmelon,37.3
46.0,75.0,23.0,29.5,62.0,7.38,68.3,14.2,65.5,blackgram,95.1
72.0,46.0,14.0,21.2,62.0,6.69,108.1,14.6,81.9,maize,97.2
19.0,18.0,29.0,27.4,94.5,5.96,151.1,9.7,27.8,coconut,94.2
80.0,16.0,57.0,25.7,84.5,6.88,48.8,13.8,53.4,watermelon,97.4
17.0,57.0,22.0,27.4,55.3,7.13,50.6,11.4,15.8,mothbeans,95.7
4.0,14.0,15.0,38.4,68.3,5.78,39.0,10.8,77.4,mungbean,45.8
64.0,5,205,41.6,93.5,8.66,14.1,8.0,25.7,cotton,29.3
24.0,129.0,205,23.3,81.9,6.04,69.9,9.4,61.3,grapes,96.0
140,138.0,199.0,12.1,98.1,8.67,10,8.5,71.4,papaya,25.3
23.0,13.0,31.0,27.4,93.7,6.19,172.4,20.9,57.0,coconut,98
90.0,57.0,33.0,29.2,79.3,4.94,110.0,18.5,44.2,maize,77.2
33.0,66.0,33.0,28.4,54.4,5.24,160.3,15.8,32.3,maize,64.4
0,145,148.0,14.6,14,8.01,273.5,3.7,49.5,orange,19.1
3.0,98.0,26.0,25.2,49.3,5.77,120.2,6.9,49.5,blackgram,38.1
81.0,131.0,32.0,22.6,100,5.47,207.4,13.7,59.3,banana,50.8
12.0,145,205,27.9,71.9,4.74,212.1,9.7,58.1,apple,46.0
16.0,100.0,26.0,25.2,30.4,7.29,51.1,13.7,43.3,pigeonpeas,58.0
21.0,18.0,43.0,21.1,90.0,6.0,91.3,3.8,58.2,pomegranate,93.2
19.0,125.0,203.0,20.7,93.3,6.09,124.8,16.9,84.2,apple,95.1
20.0,16.0,5,24.1,92.6,6.9,134.9,12.0,34.9,orange,95.6
3.0,37.0,26.0,23.7,33.6,5.14,69.2,11.2,35.2,kidneybeans,68.7
27.0,23.0,25.0,34.4,62.4,7.57,17.8,8.8,51.2,mothbeans,68.2
91.0,145,199.0,42.8,97.4,4.12,16.1,12.0,37.5,mango,20.8
140,38.0,44.0,31.8,79.5,7.18,137.5,8.5,65.4,coffee,56.1
111.0,39.0,24.0,22.7,77.2,7.0,81.5,7.9,60.4,cotton,94.7
98.0,65.0,32.0,22.9,73.6,4.92,22.5,15.9,28.4,banana,58.8
136.0,12.0,186.0,10.1,99.8,8.43,41.0,11.0,44.5,apple,35.2
20.0,14.0,9.0,23.4,90.9,7.05,106.1,12.5,43.3,orange,95.7
18.0,132.0,189.0,23.8,93.5,5.78,121.6,11.8,38.2,apple,95.3
104.0,22.0,34.0,26.5,59.5,6.78,159.9,7.1,52.2,coffee,92.5
44.0,5,51.0,30.1,79.4,5.34,256.0,22.1,40.3,coconut,49.2
140,5,184.0,38.5,14,8.9,20.6,14.2,27.2,blackgram,20.2
23.0,137.0,205,22.1,79.7,6.06,57.8,17.7,38.5,grapes,96.6
62.0,105.0,15.0,34.4,68.6,7.45,159.9,11.1,60.8,banana,48.5
5.0,22.0,38.0,15.0,14,5.65,199.6,8.5,36.2,kidneybeans,49.7
27.0,26.0,27.0,33.8,52.9,5.93,97.9,16.8,57.5,mango,94.2
39.0,70.0,76.0,19.7,14.2,7.01,87.1,5.3,48.2,chickpea,93.2
17.0,27.0,35.0,31.6,48.9,6.04,79.4,15.5,50.0,mango,94.1
8.0,90.0,13.0,32.5,32.6,6.67,10,14.4,20.6,pigeonpeas,55.6
0,5,192.0,10.9,100,4.33,300,10.7,27.0,kidneybeans,19.8
30.0,145,205,16.9,80.5,6.15,39.0,13.5,44.8,apple,62.1
58.0,67.0,48.0,33.9,91.4,6.9,150.2,13.9,42.7,papaya,94.9
17.0,36.0,205,8,14,8.82,291.9,12.4,63.4,pigeonpeas,36.6
0,5,195.0,8.5,14,8.36,15.4,9.3,39.3,lentil,22.5
14.0,7.0,205,43.5,100,4.27,300,18.7,43.2,pomegranate,39.1
90.0,17.0,54.0,29.4,90.8,6.47,23.5,14.7,62.4,muskmelon,93.1
12.0,75.0,23.0,28.6,49.6,5.87,119.2,13.6,55.5,pigeonpeas,93.5
140,5,205,8.9,100,4.26,254.7,9.4,62.8,banana,22.4
0,141.0,23.0,8,18.4,3.5,32.3,14.2,65.3,lentil,43.6
111.0,28.0,25.0,25.6,58.0,6.83,174.2,16.5,36.8,coffee,95.1
108.0,5,179.0,8,90.4,4.01,292.9,12.3,50.9,mothbeans,19.8
40.0,55.0,19.0,29.8,66.7,6.81,68.0,13.7,65.1,blackgram,95.7
41.0,130.0,168.0,41.0,95.9,3.84,300,16.6,41.2,lentil,23.6
26.0,135.0,205,25.2,82.9,5.94,70.9,8.5,57.8,grapes,93.1
22.0,20.0,9.0,22.6,90.9,6.87,108.1,17.5,65.5,orange,91.6
17.0,14.0,26.0,27.0,93.0,6.01,189.2,10.5,43.6,coconut,92.8
29.0,145,205,28.2,89.7,5.0,164.4,19.1,49.3,grapes,66.4
17.0,7.0,56.0,20.0,99.8,6.48,62.3,9.6,56.5,pomegranate,69.9
0,48.0,53.0,13.1,19.5,8.74,300,10.7,46.8,mothbeans,31.3
34.0,124.0,6.0,44,98.8,9.22,10,7.8,67.1,orange,38.0
89.0,89.0,54.0,27.1,80.9,6.39,116.1,15.7,39.5,banana,93.1
79.0,43.0,38.0,24.4,80.8,6.5,248.7,15.7,71.0,rice,93.9
54.0,49.0,30.0,21.3,79.4,5.63,135.5,11.5,38.0,maize,88.7
42.0,96.0,17.0,26.3,76.3,7.87,69.3,7.5,44.5,blackgram,71.5
140,7.0,5,9.8,14.6,8.54,10,12.1,50.1,orange,33.1
31.0,16.0,41.0,27.2,100,5.79,108.4,11.9,38.4,watermelon,59.8
0,143.0,179.0,40.7,91.9,8.28,277.6,6.8,59.3,pigeonpeas,22.3
14.0,33.0,51.0,18.7,67.4,6.92,21.3,8.1,55.8,rice,57.5
60.0,39.0,57.0,17.9,64.2,5.62,287.5,3.6,41.7,jute,46.9
96.0,5,200.0,38.5,100,4.55,28.2,16.9,51.2,mothbeans,27.9
95.0,23.0,50.0,26.4,86.4,6.4,47.8,20.5,42.6,watermelon,95.7
75.0,17.0,65.0,33.8,69.4,5.76,77.9,8.4,78.2,watermelon,60.4
140,32.0,5,10.9,100,7.98,272.8,13.7,43.5,cotton,42.7
20.0,8.0,5,31.5,100,7.73,16.0,23.6,14.9,orange,55.8
106.0,82.0,47.0,30.5,84.1,6.9,17.3,10.6,57.1,maize,57.5
123.0,5,5,39.6,96.7,3.92,252.5,16.4,57.7,papaya,32.3
7.0,145,109.0,15.6,100,5.65,46.1,10.8,72.2,apple,55.1
96.0,18.0,32.0,23.3,78.4,6.8,49.9,18.7,64.9,muskmelon,60.0
140,145,197.0,39.3,14,3.8,11.5,13.7,77.5,cotton,31.8
78.0,49.0,23.0,21.5,63.8,6.34,85.6,19.2,26.3,maize,98
35.0,49.0,49.0,27.4,63.7,5.16,49.6,7.2,25.7,grapes,40.1
27.0,7.0,60.0,19.5,77.9,5.04,29.0,7.3,68.7,pomegranate,43.7
16.0,61.0,15.0,23.2,67.1,6.89,40.0,14.2,40.9,lentil,93.7
3.0,20.0,17.0,29.1,53.7,7.29,10,11.6,60.0,lentil,55.0
49.0,53.0,27.0,31.5,59.3,7.08,112.7,22.6,45.8,cotton,62.6
8.0,10.0,5,11.2,94.5,8.81,271.5,11.8,24.6,banana,22.2
14.0,70.0,21.0,27.6,49.9,5.69,164.5,13.1,45.5,pigeonpeas,98
20.0,5,38.0,8,98.4,3.79,209.7,7.1,24.5,chickpea,27.2
18.0,42.0,21.0,29.0,83.8,6.8,56.8,10.2,47.2,mungbean,93.5
34.0,57.0,26.0,30.0,97.1,5.33,300,14.9,79.2,rice,70.3
112.0,139.0,5,13.3,100,4.41,10.3,16.0,51.5,watermelon,27.4
22.0,13.0,10.0,23.7,93.7,7.25,119.4,15.3,67.0,orange,98
17.0,20.0,34.0,20.4,89.0,5.86,108.2,10.6,26.0,pomegranate,94.8
120.0,122.0,35.0,41.5,14,8.4,25.7,8.2,43.0,rice,37.8
23.0,24.0,40.0,22.0,88.5,6.03,113.3,17.6,65.4,pomegranate,96.6
19.0,69.0,8.0,31.0,53.4,7.65,10,9.0,68.7,lentil,60.6
18.0,129.0,182.0,22.3,92.0,5.56,131.2,9.1,34.3,apple,94.6
123.0,145,205,42.2,18.9,8.4,28.4,19.5,68.9,pigeonpeas,20.1
26.0,60.0,20.0,18.7,20.2,5.54,102.4,2.6,59.2,kidneybeans,95.7
35.0,65.0,124.0,12.3,76.8,5.63,60.7,10.0,35.4,apple,39.2
12.0,42.0,183.0,11.6,15.5,8.7,298.7,13.6,47.6,coffee,23.1
5.0,145,162.0,21.5,60.3,5.17,151.9,8.6,57.3,grapes,52.6
122.0,145,205,40.3,100,3.98,255.8,9.9,58.3,chickpea,22.3
97.0,45.0,42.0,23.3,80.8,6.41,231.1,13.0,18.4,rice,98
21.0,135.0,189.0,22.5,91.5,6.1,78.6,11.5,39.2,apple,96.8
97.0,145,49.0,40.9,20.2,8.15,10,10.3,68.0,pigeonpeas,19.3
113.0,64.0,11.0,26.7,51.2,5.13,37.9,4.7,36.7,maize,82.7
35.0,117.0,5,8,19.4,8.38,300,18.7,56.9,pomegranate,22.7
24.0,70.0,23.0,24.1,64.1,7.28,50.3,6.9,73.6,lentil,96.7
78.0,12.0,56.0,19.1,45.6,7.91,286.1,11.4,49.1,coffee,34.7
17.0,68.0,15.0,23.8,64.9,6.92,30.3,16.6,47.0,lentil,91.1
18.0,47.0,16.0,27.8,56.8,6.82,53.8,11.4,64.8,mothbeans,94.2
7.0,65.0,24.0,19.8,26.0,5.93,97.2,14.3,48.7,kidneybeans,85.8
28.0,88.0,115.0,12.8,14,8.57,134.0,10.5,54.2,chickpea,58.2
129.0,144.0,203.0,10.8,98.1,9.12,22.2,10.9,71.2,orange,29.7
108.0,23.0,55.0,30.5,91.4,6.47,31.9,17.9,56.5,muskmelon,96.0
29.0,22.0,23.0,32.1,50.9,6.08,96.5,4.6,61.0,mango,93.2
117.0,37.0,25.0,26.0,57.4,7.03,170.9,9.2,56.7,coffee,93.1
120.0,5,5,8,23.5,8.76,10,14.3,44.9,mothbeans,24.9
17.0,17.0,11.0,23.8,91.6,6.71,108.4,10.3,49.1,orange,93.1
100.0,75.0,45.0,21.3,60.1,7.5,265.4,12.7,67.2,jute,53.8
18.0,120.0,34.0,12.9,17.4,4.21,28.2,13.6,32.5,banana,29.3
140,39.0,21.0,31.7,79.9,7.26,292.8,3.6,48.3,coffee,49.4
140,43.0,12.0,31.0,42.0,7.01,234.3,14.3,28.8,coffee,44.0
34.0,76.0,83.0,17.9,16.8,7.18,80.3,12.3,44.2,chickpea,92.5
98.0,5,188.0,41.3,16.2,3.59,10,7.5,13.0,coffee,30.2
11.0,134.0,12.0,41.7,100,3.86,34.3,7.2,50.2,apple,41.7
3.0,26.0,32.0,34.7,100,7.6,124.7,10.8,51.3,mungbean,35.0
43.0,126.0,44.0,33.1,64.9,6.72,50.1,8.1,51.1,banana,50.1
13.0,5,166.0,42.8,100,4.03,10,8.5,39.5,coconut,34.7
134.0,139.0,5,44,16.7,8.92,14.2,8.4,72.0,kidneybeans,34.0
30.0,70.0,75.0,20.1,16.3,7.41,94.6,13.1,76.9,chickpea,95.7
98.0,17.0,5,8.5,96.6,8.36,300,2.8,27.8,maize,40.8
94.0,79.0,56.0,27.6,68.7,5.78,115.0,19.6,46.7,rice,71.6
34.0,50.0,48.0,24.5,70.0,6.63,145.5,11.8,41.9,mango,39.7
120.0,44.0,28.0,24.4,79.3,6.93,84.3,12.6,76.8,cotton,92.3
20.0,64.0,19.0,20.2,21.1,5.48,105.4,7.8,52.7,kidneybeans,91.4
117.0,5,5,9.0,22.7,3.69,250.9,5.9,75.5,kidneybeans,34.3
31.0,5,29.0,20.6,66.3,6.46,46.1,13.3,20.1,mungbean,59.4
72.0,52.0,49.0,25.4,72.4,6.54,200.4,13.8,63.5,jute,92.1
135.0,145,192.0,9.9,97.1,3.72,23.2,7.9,45.3,mango,22.6
15.0,24.0,11.0,34.0,70.1,7.87,10,9.4,15.1,mothbeans,49.8
20.0,49.0,17.0,29.2,85.4,6.77,40.5,18.6,44.3,mungbean,96.3
120.0,23.0,55.0,27.7,93.8,6.62,32.1,7.1,79.2,muskmelon,93.2
50.0,66.0,71.0,19.5,15.5,7.31,76.2,5.8,65.9,chickpea,93.2
140,73.0,24.0,22.3,74.9,5.93,10,6.8,52.7,cotton,63.2
11.0,71.0,14.0,31.9,99.0,6.15,78.6,12.1,37.1,mungbean,72.0
22.0,17.0,41.0,24.2,91.9,6.06,95.4,8.8,41.2,pomegranate,95.2
126.0,5,5,13.5,96.2,8.46,10,13.4,55.1,papaya,28.4
64.0,38.0,21.0,30.5,100,7.74,53.3,10.8,32.9,cotton,61.9
44.0,73.0,41.0,14.2,14,7.36,18.3,7.4,34.9,chickpea,73.1
140,134.0,7.0,9.6,86.2,8.8,56.9,14.4,36.3,papaya,32.9
35.0,126.0,192.0,11.4,95.2,3.75,10,11.1,63.0,kidneybeans,23.9
32.0,5,25.0,17.9,98.0,6.82,27.8,2,37.3,pomegranate,53.4
84.0,48.0,34.0,25.6,78.8,6.58,167.4,5.8,61.2,jute,93.9
21.0,30.0,34.0,30.3,54.5,6.13,107.9,8.5,56.2,mango,95.0
24.0,68.0,41.0,21.4,100,4.81,19.1,9.3,64.5,apple,48.0
27.0,32.0,37.0,31.6,51.4,6.02,82.6,18.9,34.2,mango,93.6
21.0,36.0,17.0,28.2,83.6,6.86,54.9,15.6,31.8,mungbean,93.8
70.0,52.0,14.0,24.9,57.5,8.01,12.3,7.6,44.8,blackgram,56.6
21.0,21.0,11.0,23.3,92.3,7.3,125.5,2,44.8,orange,96.3
17.0,66.0,22.0,24.6,59.5,6.88,36.5,11.4,82.5,lentil,91.8
21.0,125.0,196.0,20.3,90.7,5.98,120.3,14.6,67.4,apple,92.9
111.0,26.0,35.0,30.4,72.5,5.81,83.5,12.6,34.4,watermelon,63.4
89.0,93.0,51.0,26.0,78.1,6.13,109.4,9.5,43.4,banana,95.9
35.0,63.0,110.0,29.4,99.6,4.98,25.2,8.5,53.3,grapes,28.9
33.0,23.0,9.0,35.7,82.2,6.22,94.1,13.0,47.6,coconut,50.1
10.0,50.0,16.0,27.7,88.6,6.97,55.5,9.7,32.2,mungbean,90.6
24.0,53.0,15.0,28.9,82.9,6.84,57.1,18.3,56.9,mungbean,95.1
101.0,79.0,55.0,28.8,81.3,5.86,133.2,15.1,44.3,banana,94.7
18.0,145,205,31.7,97.3,7.05,40.2,9.2,61.4,grapes,65.0
84.0,5,5,44,100.0,4.2,43.9,10.6,48.0,watermelon,44.1
87.0,35.0,32.0,25.3,58.2,6.72,165.6,14.5,52.5,coffee,95.9
25.0,145,201.0,38.6,100,3.68,299.7,14.2,46.1,rice,34.4
0,145,33.0,11.5,100,3.92,10,14.4,27.1,orange,25.4
15.0,18.0,48.0,22.1,89.5,6.04,109.2,13.3,52.2,pomegranate,96.7
91.0,43.0,7.0,42.2,19.2,3.94,282.4,18.4,34.6,watermelon,31.8
64.0,60.0,26.0,27.3,97.3,7.69,65.0,8.8,50.1,cotton,74.1
19.0,83.0,20.0,19.8,21.2,5.95,96.1,10.5,61.8,kidneybeans,95.5
129.0,10.0,198.0,44,100,3.96,18.5,9.0,80.0,grapes,29.1
99.0,23.0,26.0,26.1,55.5,7.14,148.7,9.1,55.0,coffee,95.9
26.0,71.0,23.0,18.9,21.7,5.71,110.1,5.6,41.1,kidneybeans,95.9
32.0,45.0,5,31.2,73.1,5.84,10,14.7,47.0,mungbean,56.5
36.0,100.0,5,26.8,86.0,7.68,85.5,14.7,54.0,lentil,36.5
24.0,16.0,27.0,27.3,95.5,5.39,177.0,16.6,57.7,coconut,95.4
4.0,20.0,187.0,44,15.7,3.51,10,14.4,63.0,grapes,33.1
44.0,64.0,39.0,34.4,90.4,6.79,150.6,7.8,20.5,papaya,98
23.0,138.0,16.0,13.3,14.9,8.59,282.2,15.1,37.7,mango,35.5
0,5,5,8,17.6,8.48,10,14.1,43.4,watermelon,19.8
140,5,205,9.6,100,8.24,300,8.8,47.6,mango,21.7
26.0,19.0,8.0,17.7,77.4,5.9,229.7,13.0,38.9,orange,55.7
21.0,63.0,16.0,22.8,65.5,6.97,45.7,16.3,41.3,lentil,98
88.0,15.0,68.0,26.5,81.5,7.43,216.5,16.6,72.8,papaya,33.8
97.0,5,84.0,20.5,96.1,6.44,10,13.4,34.1,banana,43.6
21.0,17.0,29.0,26.5,94.3,6.21,167.7,13.5,70.3,coconut,95.4
40.0,97.0,21.0,26.1,83.9,6.64,23.4,8.2,50.5,maize,70.6
71.0,49.0,39.0,25.2,80.9,6.46,208.5,10.0,53.9,rice,96.6
